Tweetler,Duygu Analizi
müslüman  allahın haram ettiği içeceği reklam etmekle kastınız nedir değilseniz cevap vermenize  ,1
çocuğa ensar vakfında tecavüz edilirken “  kereden  şey olmaz ” diyenler  toplumsal değerlerden bahşedemezler,1
 şaka misiniz telefon flaşı  parlaklığı kaldı ülkenin çocuğa tecavüz edilirken ahlakı  manevi değerleriniz bozulmuyor  mabel dinleyince  bozuluyor  şaka misiniz ösym sorularını  satarken ahlakı değerleriniz neredeydi,1
para kaybetmemek  boşanıp  biriyle aynı evde yaşamadı ağlayıp para dilemedi gerektiğinde toplum  muhalif duruşu olup kafayı kuma sokmadı tecavüz şiddete vb sorunlara susmadı  yüzden mabel matiz değerdir soytarılık değer değildir,1
kendisi televizyonlarında yaşındaki çocukla evlenilir vücudu küsürsüzdür diyen profesör listem  bizim aile kişiyi götürür diyen kadın ahlak bozmuyor  mabel matizin şeyh galip  neşet ertaydan bahseden sorusu ahlak  bozuyor,1
mabel matizin kıbrıs gazisi babası ali karaca   evlat yetiştirmişsin ali ,1
mabel matiz değerlerimizi  kültürümüzü emin olun  sanatçı  nitelendirdiğiniz herkesten    yansıtıyor  sanatçı   ülkenin  kaliteli sanatçısı ,1
mabel matiz in cinsel tercihi  kafasının içindekiler  bize aktardıkları önemli sınavda çıkan soru  nefisti  zeki müren desene  ülkenin  büyük değerlerindendi,1
mabel matiz  ülkenin bahçesinde açan  renkli çiçektir bundandır   koparılmak harcanılmak istenmesi,1
 milli değerlerimize uygun şarkılar söyleyen  klipler çeken demet akalını dinlemeden güne başlayamıyorum,1
den  yanındayım  desene  olucak yüzündeki gülümseme eksik olmasın canım çocuk hayatımı gökkuşağı  renkli yaptın  minnettarım  zaman  değilsin olucaksın yanındayız,1
mabel matiz  yılların   sanatçılarından  kaliteli müzik kliplerini  şarkılarını yapıp sanatını konuşturuyor meyve veren ağacı taslayamazsınız,1
kliplerinde milli değerlerimize  defasında yer veren gerçek  sanatçı  mabelin olduğu   kimsenin hayatını sorgulamak kimsenin haddine değildir,1
 klibinde buram buram kalite  anadolu kokan mabel matize saygısızlık yapmak kimsenin haddine değildir,1
 insanı eşcinsel   yokmuş  yasayamazsınız homofobi benim milli değerimin parçası  kimsenin desene olmayana  susmayacağım insanları hoşlandığı kişilere  yargılayamazsınız  kendinizi eğitin,1
tc kültür  turizm bakanlığının adıyamana yapamadığı tanıtımı mabel matiz  klibinde bütün güzellikleri  ortaya koydu teşekkür edeceğinize saldırıyorsunuz …,1
saray şakşakçısı olmak gerekiyor sanırım amkduklarım,0
ogün destek  sevgi mesajlarınızı içim büyüyerek okuyor  kabul ediyorum bugüne  müziğimle anlatmak istediğim şeyin    anlaşıldığını  sizin yazdıklarınızdan anlıyor    güçlü hissediyorum,1
gurur kaynağı şarkılarıylasesiylemüziği  klipleriyle özgün  buram buram anadolu kokan değerin  zaman yanındayizolmaya   edeceğiz,1
 izlemeseydim insanların  şekilde saçma sapan düşünüyor olmaları üzücü,1
 toplama yapmayı    bilmeyen çocukları  sorudan  dediklerini  çıkaracak bırakın ,1
mabel matiz yalvarmış  beni konu edinin  kendilerine soruşturma açsınlar    istifa etsinler ülkece rahatlayalım,1
soru okuyup anlama becerisine  muhakeme yeteneği olmayanları   sorularla eleyecekler  soru  bilgiye dayanması   olacağını düşünemeyecek  bilinçsizler,1
  psikolojileri bozuluyor  adamın özel hayatı kimseyi ilgilendirmez soruda yaptığı sanatından bahsediyorum   kafalı  toplum ,0
 lafı  araya getirip   kuramayanlar soruyu görmeden  görse desene anlayabilecek kapasitede olmayan şuursuzlar topluluğu sorunun iptal edilmesini istiyorçok   ahlak anlayışları var  fırsatta bozuluyor  taciz tecavüzde sus pus,0
 mabel matiz’e sormuşlar soruyu hazırlarken  desene  araştırma yapacağız diyorlar  bahsi geçen soru  mabel matizin kişiler hayatıyla ilgili değildi çocuklarımızın psikolojisini bozarmış türkiye   ülkede yaşıyoruz çoktan bozulmuştur  psikoloji,1
kansızlarkuran kurs  yatılı okullarda çocuklara tecavüz ettilersesiniz çıktımıbakan çıktı bide utanmadan  kereden  şey olmaz dedim zaman d  konuştunuz  midem bulanıyor pisliğinizden cahilliğinizden yandaşlığınızdan,0
  lafı  araya getiremiyorlar birde eleştiriyorlar kendilerince  komikler ,1
 yıl mabel matiz dinle adamın eşcinsel olduğunu  anda öğren    şeyler insanın gözüne söküp mide bulandırmaksızın  yaşanabiliyormuş,1
allahım   bunların çocukları kazanamasın  eğitim sarfiyatı olur,0
 gerzekler yaşında  çocuğumla evliliği savunup manevi değerler adı altında sapıklıklarını yaşamak istedikleri hayatı yaşayanlara saldırır  amip  faydası olmayan canlılar,0
 ablacım  siktir git  söylediğin şeylere kendini  inandırıyor   senin gibiler anlamıyorum bilinçaltıymısulan sizde  sağlıklı  düşüncealgı yapısı olsaydı  şeyler düşünmezdiniz bitseniz desene kurtulsak,0
bunlarla aynı havayı solumak görüş siyadet     mesele herkesin görüşü kendine   düşman var  adı cehalet buram buram sarıyor ülkeyi,1
yaşında  ölürüm aklıma kürt olmadığım gelir,0
   tag aq çocuklaribian geçmişi silmeyi unuttum sandım,0
  siktirin gidin ,0
 onun bunun çocukları burayı salı pazarına döndürmüşsünüz domates şeftalipatlıcan  ararsan var hepinizin amk,0
geçmişi silmeyi unuttum zannettim amcağızlar   tag,0
allah belanızı versin  diyeyim  gündem ettiniz şunu,0
bunu açanın amk,0
  tag amk insa bot mesajları ,0
 tag mizah  kullanmayın  orospu çocukları videolar kayboluyor,0
buralarda porno yuvasına döndü amk uygunsuz içerik  kapatacaklar göt  kalacağız,0
 arkadaşlık  dm azdım,0
utanmıyorum haykırıyorum   çiyim,0
eeee  zaman ifşalanalım bakalım yaş istanbulun pasifim ilkim olacak  full aktifler dm,0
aryaya  sahip çıkmayalar öldükten   kınayacaklar    değişmeyecek öldükten  gündeme getirmek moda  ülkede,1
 türkiyede yaşadığım   utanıyorum yaşındaki   tehdit ediliyor elinde bahsi geçen suçlamaların tonla kanıtı var   kanı bozuk  yeterli delil olmadığı söyleniyor kendisi ınstagram hesabından ses kayıtlarını  ss yeri ,1
devletin  polislerin yaptığı ihmalkarlıklar   bulunamayan şahıs  kızımı takip ediyor  desene takıldığı yerlerde kızımı gözetliyor  yüzünü  görmediğimiz  diken  şahsın bulunmasını bekliyoruz,1
öldürünülmekle tehtid edilen kızımız mabel matiz denilen şahıs  konuşulmuyor  boktan  ülkeyiz,0
yaşındaki kızı sözel  şekilde taciz edip suçsuz olduğunu söylemek   adaletli  ülkede yaşıyoruz,1
elinde mesajlar  ses kayıtları olmasına  şahıs  hala elini kolunu sallayarak sokaklarda gezebiliyor sonuna  yanındayız arya,1
bana  tehditlerde bulunan adam kendini hacı hoca olarak gösterip genç kızlardan aldığı çıplak fotoğraflarla tehdit ediyor,1
kendisi sayfasında olanları anlatmış bakın  destek verin   olmadan hak yerini bulsun ,1
arya ses kayıtlarını paylaştıktan  prim içim diyenlere  cevabı veriyor  soruyorum size  aryanın  dediği  adını tecavüz edilip öldürülünce  duyacağız ,1
 ülkemizin geleceği olacak  “ kadının ” ölmesini istemiyorumışığı sönsün istemiyorum yanındayız  gözyaşların karşılıksız kalmayacak,1
u ülkede adalet   tecavüz edilmen    öldürülmen,1
 kadın tehdit mesajları sonucunda adliyeye suç duyurusunda bulunuyor  delil yetersizliği  dava sona eriyor yeterli delilden kastınız kadınların öldürülmesi   duvarlara yazdığınız adalet yazısını  gözden geçirin,1
yeter  kızla  konuşmaya cesaret nerden geliyor  insanlara  kimsin  adalet istiyoruz  ses kayıtlarına  mesajlara hala yetersiz delil diyorlarsa  adaletin olmadığı  yerdeyiz bunu yayalım  sesimizi duyuralım,1
 sizin  insanlarla aynı ülkede yaşadığım  kendimden utanıyorum aryakuş  zaman yanındayımız umarım  pislik  an  yakalanır,0
ülkede adalet diyeceğim   ülkede adaletin olduğunu sanmıyorum var olduğunu sanalım  varmış  davranmak    ülkede yaşındaki  sokakta gezemiyor,1
arya öldükten   ceza vereceksiniz  elini kolunu sallaya sallaya dolaşıyor  olsun  ülkeninolmayanadaletine,0
 kadınımızın  ölmesine göz yummayalım,1
arya kendisinin şikayetinde  belgeler sunuyor  cevap geliyor takipsizlik   haklı olarak soruyor  kişinin tutuklanması  benim tecavüze uğramam öldürünmem  lazım diyor tbmmde  adaletsizlikleri konuşmalıyız,1
 oyuncu  galatasarayda çöp olur,1
futbol yetenekleri    oyuncu takıma katkı sağlar  karakteri konusunda şüphelerim var,1
evrim dobrayım diyor  dedikoducu   ima ettiği nisayı   söyleyemiyor yersen aq,0
bak  sercan haksız birde adama  avrat küfür ediyor haklı  var diyorsun  yeminle değişik konuşmayı bilmiyor,1
evrimin performansını nisayla denk tutan  kafayı yaşıyorsun  evrim desene    iyiyim diyor sizin olmayan beyninize,0
evrimin söylediklerine inanan net gerizekalıdır şunun hareketlerine bak,0
çalınıza  içinden çıkan ögedayınıza  bıktım aq yeter ,0
 benim attığım sms  sorgulanıyor size  kardeşim benim param benim paramdır sizin istersem adamın kaşı gözü  atarım istersem performansı  sizin aq,0
 bora şey demiyor muydu evrim barış  herşeyi söyler noldu elinizde patladı anlayın aq anlayın barış kimseye  şey yapmadı herkese  kalbiyle yanaştı,1
  dürüst olalım sercanın kaderi kendisi elinde  aq acunun elinde oyun kazandırın oğluma diyor   bakıyoruz sercan puzzle  yapıyor,1
 sıkıştırıyorlar evrimi barış    şey söylesin diyama  istediğinizi alamadınız   anlatamayız diyor neyi anlatamazsınız işinize gelince çıkıp saydırıyorsunuz suçlayacak  şey olmayınca  anlatamam hassiktir,1
adam uyuyordu aq adam uyuyordu,0
aydır sokaklarda dolaşan   türlü bulunamayan zanlı  bulunsun  yanımda bıçak taşıyan  gazıyla gezen   değildim adamın yüzünü desene görmedim   komşumdan şüphe eder oldum   ihmalkarlık ,1
arkadaşlar unutmayalım  öncelik sosyal medyanın gençlere  çocuklara yarattığı  örnek  ahlaksızlık  sosyal medya kapanacak  kadın  çocukların can güvenliğini düşünülecek,1
avukatımla görüştüm şahsın beni rahatsız ettiği telefon hattı babasına aitmiş  sanırsam takipsizlik kararı babası  çıkartılmış benim derdim oğluyla  babasını napayım  hikmettir  aydır ifade  vermemiş elini kolunu sallayarak dolaşıyor,1
 kadınları  kenara koydunuz ülkenin polisine küfür ediyor aydır    adam bulunamaz ifadesi  alınmamış   koskoca   bilir  yaptı  ayda kimlere  yaşattı,1
 zaman aklı dengemi kaybetmemek  bulunduğum durum  kendimle dalga geçiyorum  sefer desene insanlar delirdiğimi düşünüyorlar,1
 zamanda avukatımla hakkımı arama yolundaki mücadelem  edecek destek verenlere  teşekkür ediyorum  yazdıklarımı gördüğünü biliyorum bilal ısıtır  kaçarsan  mahkemede görüşeceğiz bunları yaşattığın   değilim  emin ol sonuncu olacağım,1
bahsettiği mesajlar  paylaştığım yazışmalar kendisi  konuştuktan  numara değişikliği yaptım  kurtulmak  mümkün,1
 çocuğun çıkaramadığı sesi olmak zorundasın,1
şerefsiz,0
  cinsel istismar dosyasının etkili soruşturulması talebi  failin tutuklanmasına   çağrıdır,1
 güzelliğe bakar misini  istiyorsunuz günahsız çocuklardan   denilecek yasta insanlardan sizin sapık zihniyetine sıçayım benimsiden idam gelmesin  düşünürdüm  idam gelmeli ibretlik olmalı  bunların onu kesilmiçek,0
allahım yürek dayanmıyortoprak kabul etmesin   adamıbeddua etmeyi sevmem  allah belaların  büyüğünü versin,0
 gün kayıp çocuk haberi   haberi okumaktan  sıkıldı içim  sıkıldı düğüm oluyor  nefes takılıyor boğaza  yetmez  istismar haberleri desene  ediyor  yaşındaki   allahın belası dedesi,0
  çocuklarınıbaşkalarını    yaşındaki torununu cinsel istismar eden erkek  neyi bekliyorsunuz,1
 adam  aydır boşa linçleniyor aq moodum budur ,1
oradaki bütün yarışmacılar haksız barış haklı bunu  kez  anladık herkesin gerçek yüzü ortaya çıkıyor kurgüvivor,1
evrimin anlattıklarını dinliyorumdur,1
 zaman  diyoruz  kişi haksız barış haklı,1
 birini savunup hala  hepsini yeseydin diyen insanlar umarım  gün açlıkla sınanılırsınız  yemek istediğiniz şeyi   yemiş olur bakalım  zaman  helal olsun ye  kımız  doyur karnını   kalsak  olur diyebilecekler ,1
dondurma konusunda barışı savunan insanlar eminim istediği  yemeği almayanyapmayan annelerini merdivenden tiyolardır     savunuyorlar komikler djkdsk    anne  arkadaş önemli  ,1
boranın altınları emanet ettiği  kişi bizim  miydi    anladım bizim kızsa bora  gol   sayı eklemem lazım,1
bora evrimi  gözle bekliyordun barış   umdun  buldun bee bak çocuğu hırsız çıkarmak  film  oynamışlar  kere ,1
 barış yakışıklı  destekleseydim  günden  desteklerdim neyin kafasını yaşıyorsunuz,1
evrim  bağırma sorunlu musun evde çocuk var korkuyor,1
 desene  insan topluluğunu barındırıyoruz,1
sakaryanın hendek ilçesindeki havai fişek fabrikasında meydana gelen patlama sonucu hayatını kaybeden vatandaşlarımıza  rahmet yaralılarımıza acil şifalar diliyoruz,1
sizin  insanlarla  arada yaşadığım  iğreniyorum  işçilerin çocukları yetim öksüz kalmış kardeşim ailesi perişan olmuş  kalkmış sakaryanın başkanına geçmiş olsun diyorsunuz    saçmalık,1
 desene moral yemeği düzenlediler sakarya başkanifabrika sahibi ,1
başkana geçmiş olsun yiyin  milletin eşi çocuğu kardeşi babası anası onun iş yeri  önemli  kayıp ,1
aşar coşkun muymuş adamın adı müsiad başkanı mıymış   mafya bozuntusu sedat pekerin desene dahil olduğu müsiad  ,1
  vildana bakın  insan değeri    klasik akp zihniyeti,0
sakaryadaki patlamada eşini kaybeden fabrikanın eski işçilerinden selim çelik fabrikada sigara içildiğini  bunu şikayet ettiği  işinin ayında işten çıkarıldığını söyledi,1
hayırdır beyler sizin nazarınızda paramı  ölen  yaralananları önemli  anlaşıldı sizde parayı gördünüz   yiyin yiyin  huzuru mahşerde  haramla kazandıklarınız fakirin hakkını vermediğiniz  paralar ateşten zincir olup boynunuza asılacaktır,1
  çağdan etimle kemiğimle nefret ettim aklı çipli  fark eder yazıklar olsun   ara  hale geldik,0
diyorlar avrupa standartlarında fabrikaydı  söze    bildiğin gecekondu derme çatma  yapı,1
canıyla ekmek kazananlara selam olsun   kazamı allah takdirimi  kuruş  kazanmak  ekmek gidecek eve ateş düşürdünüz,1
havai fişeğin çıkardığı ses  kuşların  sebep olduğunu duyduğumdan   gösterilerden keyif almazdım  nefret ediyorum,1
mahalle yanarken orospu saçını tararmış,0
  desene geyve’deydi  fabrika  patlama olmuştu yaşanan  korku aynıydı  bilanço    değildi,1
barışın konuşmadan  sorun yarattığını anlamaya çalışıyorum,1
yaptığınız  kurgu uyguladığınız  algı söylediğiniz  yalan  adamı şampiyon yapmaktan alıkoyamayacak şampiyon barış murat yağcı olucak kudurankeee,0
mal misiniz  aq  haklı adamın diğerleri bunu ortaya çıkararak kurgu yapmışsa barışın dondurmayı yiyip araması  kurgu amk salakları size  ortaya çıkaranlar hakkını arayanlar suçlu dondurmayı yiyip etrafta arayan melek  amk,0
 metre olup  kedi olabiliyorsun  fındık bürünlüm,1
bitirme planı yaptılar  kendilerini bitirdiler,1
 arkadaşlar listede  olmamıza  kaldı bunu gören  barışın haklı çıktığı olayları tag kullanarak kent atsın taga giren   açıldığını anlasın,1
adama hırsız  dediler ufacık  sos  onun   kalbim olduğunu unuttular   unutmadık yapılanları sonuna     ,1
 kere  bize utandırmadın yüzümüzü kara çıkardırmadın,1
  haklıydı  bunu göremeyenler vardı alın   haklıymış,1
bildiğim yalanları dinliyorum,1
alkole gelen  zamlardan  endüstriyel biyoteknolojideki ilgi alanım bilin bakalım  alana kaydı,1
ceyhun sır ağdaya soru ağda diyor  bana komik geldiği  utanmalı miyim,1
iş işten geçti  sınava giren bütün erkekler gay    yapsanız  olur,1
   düşünmemiştim,1
dünyanın  ordusunda yüreği seninkinden      askere rast gelinilmemiştir,1
  kıvırma olayına başladılar işler boka sardıkça,0
kendini hayal  şeyhin temsilcisi olarak tanıtıp  lira dolandırdı,1
doğum günümde  dolunay olması  parçalı  tutulması olması  siriusla güneşin   gelecek olması  desene  gezegenin dünyadan görülecek olması içimde mum  adarayı üfleme isteği uyandırıyor,1
hesabı kapatındıkça yenisini acıyor hesap kapattırmayla çözülecek  şey    ses çıkaralım küçücük bebeklere dünyanın  masumlarına işkence etmeye  ediyor  yaşadığım toplumun  olmasını istemiyorum,1
hoya bitkisi mum çiçeği    köşeli yıldız şeklinde çiçek açıp   küreye tamamlarken,1
atatürk orman çiftliği arazisinde üretimine başladığımız macar fiğinin  hasadının yapıldığını duyurmaktan mutluluk duyuyorumelde edilen hasadı ankaralı çiftçilerimize hibe olarak dağıtacağızüreten güçlü  kent olma hedefimiz  çalışmalarımıza  ediyoruz,1
tezimde  parametrenin birbiriyle korelasyonu olduğunu one surmuşumdur,1
  alanda bilgisi olmadığı halde konuşan  alan  yazılım problemi demiş ,1
